Area,Date,Unadjusted CPI Index
"Minneapolis-St.Paul-Bloomington, MN-WI",12/1/18,
"Riverside-San Bernardino-Ontario, CA(4)",12/1/18,
"San Diego-Carlsbad, CA",12/1/18,
"Tampa-St. Petersburg-Clearwater, FL(8)",12/1/18,
Urban Hawaii,12/1/18,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",12/1/18,
U.S. city average,1/1/19,251.712
Region and area size(2),1/1/19,
Northeast,1/1/19,266.109
Northeast - Size Class A,1/1/19,269.354
Northeast - Size Class B/C(3),1/1/19,156.632
New England(4),1/1/19,102.705
Middle Atlantic(4),1/1/19,101.804
Midwest,1/1/19,233.837
Midwest - Size Class A,1/1/19,234.773
Midwest - Size Class B/C(3),1/1/19,149.383
East North Central(4),1/1/19,101.457
West North Central(4),1/1/19,101.363
South,1/1/19,242.547
South - Size Class A,1/1/19,247.112
South - Size Class B/C(3),1/1/19,153.212
South Atlantic(4),1/1/19,102.18
East South Central(4),1/1/19,101.116
West South Central(4),1/1/19,101.07
West,1/1/19,265.624
West - Size Class A,1/1/19,274.142
West - Size Class B/C(3),1/1/19,154.328
Mountain(4),1/1/19,102.715
Pacific(4),1/1/19,103.401
Size classes,1/1/19,
Size Class A(5),1/1/19,232.214
Size Class B/C(3),1/1/19,153.156
Selected local areas,1/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",1/1/19,238.218
"Los Angeles-Long Beach-Anaheim, CA",1/1/19,269.468
"New York-Newark-Jersey City, NY-NJ-PA",1/1/19,275.144
"Atlanta-Sandy Springs-Roswell, GA",1/1/19,
"Baltimore-Columbia-Towson, MD(6)",1/1/19,
"Detroit-Warren-Dearborn, MI",1/1/19,
"Houston-The Woodlands-Sugar Land, TX",1/1/19,
"Miami-Fort Lauderdale-West Palm Beach, FL",1/1/19,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/19,
"Phoenix-Mesa-Scottsdale, AZ(7)",1/1/19,
"San Francisco-Oakland-Hayward, CA",1/1/19,
"Seattle-Tacoma-Bellevue, WA",1/1/19,
"St. Louis, MO-IL",1/1/19,
Urban Alaska,1/1/19,
"Boston-Cambridge-Newton, MA-NH",1/1/19,278.976
"Dallas-Fort Worth-Arlington, TX",1/1/19,233.915
"Denver-Aurora-Lakewood, CO",1/1/19,260.942
"Minneapolis-St.Paul-Bloomington, MN-WI",1/1/19,245.2
"Riverside-San Bernardino-Ontario, CA(4)",1/1/19,103.991
"San Diego-Carlsbad, CA",1/1/19,295.761
"Tampa-St. Petersburg-Clearwater, FL(8)",1/1/19,222.774
Urban Hawaii,1/1/19,279.005
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",1/1/19,262.304
U.S. city average,2/1/19,252.776
Region and area size(2),2/1/19,
Northeast,2/1/19,266.706
Northeast - Size Class A,2/1/19,270.239
Northeast - Size Class B/C(3),2/1/19,156.772
New England(4),2/1/19,102.64
Middle Atlantic(4),2/1/19,102.137
Midwest,2/1/19,235.444
Midwest - Size Class A,2/1/19,236.109
Midwest - Size Class B/C(3),2/1/19,150.523
East North Central(4),2/1/19,102.212
West North Central(4),2/1/19,101.94
South,2/1/19,243.856
South - Size Class A,2/1/19,248.505
South - Size Class B/C(3),2/1/19,154.019
South Atlantic(4),2/1/19,102.769
East South Central(4),2/1/19,101.712
West South Central(4),2/1/19,101.522
West,2/1/19,266.215
West - Size Class A,2/1/19,274.753
West - Size Class B/C(3),2/1/19,154.671
Mountain(4),2/1/19,102.685
Pacific(4),2/1/19,103.727
Size classes,2/1/19,
Size Class A(5),2/1/19,233.142
Size Class B/C(3),2/1/19,153.833
Selected local areas,2/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",2/1/19,239.669
"Los Angeles-Long Beach-Anaheim, CA",2/1/19,269.608
"New York-Newark-Jersey City, NY-NJ-PA",2/1/19,275.823
"Atlanta-Sandy Springs-Roswell, GA",2/1/19,240.072
"Baltimore-Columbia-Towson, MD(6)",2/1/19,254.433
"Detroit-Warren-Dearborn, MI",2/1/19,232.549
"Houston-The Woodlands-Sugar Land, TX",2/1/19,226.804
"Miami-Fort Lauderdale-West Palm Beach, FL",2/1/19,268.288
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2/1/19,253.218
"Phoenix-Mesa-Scottsdale, AZ(7)",2/1/19,139.66
"San Francisco-Oakland-Hayward, CA",2/1/19,291.227
"Seattle-Tacoma-Bellevue, WA",2/1/19,275.304
"St. Louis, MO-IL",2/1/19,228.528
Urban Alaska,2/1/19,227.183
"Boston-Cambridge-Newton, MA-NH",2/1/19,
"Dallas-Fort Worth-Arlington, TX",2/1/19,
"Denver-Aurora-Lakewood, CO",2/1/19,
"Minneapolis-St.Paul-Bloomington, MN-WI",2/1/19,
"Riverside-San Bernardino-Ontario, CA(4)",2/1/19,
"San Diego-Carlsbad, CA",2/1/19,
"Tampa-St. Petersburg-Clearwater, FL(8)",2/1/19,
Urban Hawaii,2/1/19,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2/1/19,
U.S. city average,{year}-03-01,254.202
Region and area size(2),{year}-03-01,
Northeast,{year}-03-01,268.025
Northeast - Size Class A,{year}-03-01,271.452
Northeast - Size Class B/C(3),{year}-03-01,157.64
New England(4),{year}-03-01,103.517
Middle Atlantic(4),{year}-03-01,102.511
Midwest,{year}-03-01,236.793
Midwest - Size Class A,{year}-03-01,237.414
Midwest - Size Class B/C(3),{year}-03-01,151.405
East North Central(4),{year}-03-01,102.656
West North Central(4),{year}-03-01,102.818
South,{year}-03-01,245.554
South - Size Class A,{year}-03-01,250.011
South - Size Class B/C(3),{year}-03-01,155.168
South Atlantic(4),{year}-03-01,103.564
East South Central(4),{year}-03-01,102.336
West South Central(4),{year}-03-01,102.123
West,{year}-03-01,267.37
West - Size Class A,{year}-03-01,276.187
West - Size Class B/C(3),{year}-03-01,155.178
Mountain(4),{year}-03-01,103.339
Pacific(4),{year}-03-01,104.1
Size classes,{year}-03-01,
Size Class A(5),{year}-03-01,234.383
Size Class B/C(3),{year}-03-01,154.742
Selected local areas,{year}-03-01,
"Chicago-Naperville-Elgin, IL-IN-WI",{year}-03-01,240.019
"Los Angeles-Long Beach-Anaheim, CA",{year}-03-01,271.311
"New York-Newark-Jersey City, NY-NJ-PA",{year}-03-01,276.57
"Atlanta-Sandy Springs-Roswell, GA",{year}-03-01,
"Baltimore-Columbia-Towson, MD(6)",{year}-03-01,
"Detroit-Warren-Dearborn, MI",{year}-03-01,
"Houston-The Woodlands-Sugar Land, TX",{year}-03-01,
"Miami-Fort Lauderdale-West Palm Beach, FL",{year}-03-01,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",{year}-03-01,
"Phoenix-Mesa-Scottsdale, AZ(7)",{year}-03-01,
"San Francisco-Oakland-Hayward, CA",{year}-03-01,
"Seattle-Tacoma-Bellevue, WA",{year}-03-01,
"St. Louis, MO-IL",{year}-03-01,
Urban Alaska,{year}-03-01,
"Boston-Cambridge-Newton, MA-NH",{year}-03-01,280.393
"Dallas-Fort Worth-Arlington, TX",{year}-03-01,236.495
"Denver-Aurora-Lakewood, CO",{year}-03-01,264.332
"Minneapolis-St.Paul-Bloomington, MN-WI",{year}-03-01,248.706
"Riverside-San Bernardino-Ontario, CA(4)",{year}-03-01,104.749
"San Diego-Carlsbad, CA",{year}-03-01,297.226
"Tampa-St. Petersburg-Clearwater, FL(8)",{year}-03-01,226.927
Urban Hawaii,{year}-03-01,280.263
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",{year}-03-01,264.257
U.S. city average,4/1/19,255.548
Region and area size(2),4/1/19,
Northeast,4/1/19,269.07
Northeast - Size Class A,4/1/19,272.375
Northeast - Size Class B/C(3),4/1/19,158.357
New England(4),4/1/19,103.956
Middle Atlantic(4),4/1/19,102.898
Midwest,4/1/19,237.51
Midwest - Size Class A,4/1/19,237.576
Midwest - Size Class B/C(3),4/1/19,152.093
East North Central(4),4/1/19,102.928
West North Central(4),4/1/19,103.209
South,4/1/19,246.847
South - Size Class A,4/1/19,251.526
South - Size Class B/C(3),4/1/19,155.916
South Atlantic(4),4/1/19,104.134
East South Central(4),4/1/19,102.541
West South Central(4),4/1/19,102.775
West,4/1/19,269.522
West - Size Class A,4/1/19,278.268
West - Size Class B/C(3),4/1/19,156.523
Mountain(4),4/1/19,104.09
Pacific(4),4/1/19,104.967
Size classes,4/1/19,
Size Class A(5),4/1/19,235.55
Size Class B/C(3),4/1/19,155.601
Selected local areas,4/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",4/1/19,239.726
"Los Angeles-Long Beach-Anaheim, CA",4/1/19,273.945
"New York-Newark-Jersey City, NY-NJ-PA",4/1/19,277.441
"Atlanta-Sandy Springs-Roswell, GA",4/1/19,243.383
"Baltimore-Columbia-Towson, MD(6)",4/1/19,258.816
"Detroit-Warren-Dearborn, MI",4/1/19,234.022
"Houston-The Woodlands-Sugar Land, TX",4/1/19,229.261
"Miami-Fort Lauderdale-West Palm Beach, FL",4/1/19,270.553
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4/1/19,256.528
"Phoenix-Mesa-Scottsdale, AZ(7)",4/1/19,141.642
"San Francisco-Oakland-Hayward, CA",4/1/19,294.801
"Seattle-Tacoma-Bellevue, WA",4/1/19,276.765
"St. Louis, MO-IL",4/1/19,230.9
Urban Alaska,4/1/19,228.553
"Boston-Cambridge-Newton, MA-NH",4/1/19,
"Dallas-Fort Worth-Arlington, TX",4/1/19,
"Denver-Aurora-Lakewood, CO",4/1/19,
"Minneapolis-St.Paul-Bloomington, MN-WI",4/1/19,
"Riverside-San Bernardino-Ontario, CA(4)",4/1/19,
"San Diego-Carlsbad, CA",4/1/19,
"Tampa-St. Petersburg-Clearwater, FL(8)",4/1/19,
Urban Hawaii,4/1/19,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",4/1/19,
U.S. city average,5/1/19,256.092
Region and area size(2),5/1/19,
Northeast,5/1/19,269.744
Northeast - Size Class A,5/1/19,272.832
Northeast - Size Class B/C(3),5/1/19,158.925
New England(4),5/1/19,104.225
Middle Atlantic(4),5/1/19,103.153
Midwest,5/1/19,238.219
Midwest - Size Class A,5/1/19,238.926
Midwest - Size Class B/C(3),5/1/19,152.284
East North Central(4),5/1/19,103.246
West North Central(4),5/1/19,103.496
South,5/1/19,246.667
South - Size Class A,5/1/19,251.949
South - Size Class B/C(3),5/1/19,155.595
South Atlantic(4),5/1/19,104.045
East South Central(4),5/1/19,102.455
West South Central(4),5/1/19,102.732
West,5/1/19,270.88
West - Size Class A,5/1/19,279.41
West - Size Class B/C(3),5/1/19,157.488
Mountain(4),5/1/19,105.048
Pacific(4),5/1/19,105.336
Size classes,5/1/19,
Size Class A(5),5/1/19,236.282
Size Class B/C(3),5/1/19,155.806
Selected local areas,5/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",5/1/19,241.758
"Los Angeles-Long Beach-Anaheim, CA",5/1/19,274.479
"New York-Newark-Jersey City, NY-NJ-PA",5/1/19,278.068
"Atlanta-Sandy Springs-Roswell, GA",5/1/19,
"Baltimore-Columbia-Towson, MD(6)",5/1/19,
"Detroit-Warren-Dearborn, MI",5/1/19,
"Houston-The Woodlands-Sugar Land, TX",5/1/19,
"Miami-Fort Lauderdale-West Palm Beach, FL",5/1/19,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/1/19,
"Phoenix-Mesa-Scottsdale, AZ(7)",5/1/19,
"San Francisco-Oakland-Hayward, CA",5/1/19,
"Seattle-Tacoma-Bellevue, WA",5/1/19,
"St. Louis, MO-IL",5/1/19,
Urban Alaska,5/1/19,
"Boston-Cambridge-Newton, MA-NH",5/1/19,280.937
"Dallas-Fort Worth-Arlington, TX",5/1/19,237.485
"Denver-Aurora-Lakewood, CO",5/1/19,266.28
"Minneapolis-St.Paul-Bloomington, MN-WI",5/1/19,251.171
"Riverside-San Bernardino-Ontario, CA(4)",5/1/19,105.959
"San Diego-Carlsbad, CA",5/1/19,300.303
"Tampa-St. Petersburg-Clearwater, FL(8)",5/1/19,229.018
Urban Hawaii,5/1/19,282.271
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",5/1/19,265.967
U.S. city average,6/1/19,256.143
Region and area size(2),6/1/19,
Northeast,6/1/19,270.133
Northeast - Size Class A,6/1/19,273.418
Northeast - Size Class B/C(3),6/1/19,159.008
New England(4),6/1/19,104.146
Middle Atlantic(4),6/1/19,103.383
Midwest,6/1/19,238.288
Midwest - Size Class A,6/1/19,239.007
Midwest - Size Class B/C(3),6/1/19,152.323
East North Central(4),6/1/19,103.178
West North Central(4),6/1/19,103.729
South,6/1/19,246.515
South - Size Class A,6/1/19,251.247
South - Size Class B/C(3),6/1/19,155.687
South Atlantic(4),6/1/19,103.886
East South Central(4),6/1/19,102.478
West South Central(4),6/1/19,102.8
West,6/1/19,270.957
West - Size Class A,6/1/19,279.446
West - Size Class B/C(3),6/1/19,157.564
Mountain(4),6/1/19,105.131
Pacific(4),6/1/19,105.347
Size classes,6/1/19,
Size Class A(5),6/1/19,236.248
Size Class B/C(3),6/1/19,155.882
Selected local areas,6/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",6/1/19,240.835
"Los Angeles-Long Beach-Anaheim, CA",6/1/19,274.38
"New York-Newark-Jersey City, NY-NJ-PA",6/1/19,278.802
"Atlanta-Sandy Springs-Roswell, GA",6/1/19,243.087
"Baltimore-Columbia-Towson, MD(6)",6/1/19,256.79
"Detroit-Warren-Dearborn, MI",6/1/19,234.895
"Houston-The Woodlands-Sugar Land, TX",6/1/19,229.316
"Miami-Fort Lauderdale-West Palm Beach, FL",6/1/19,269.119
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/1/19,257.709
"Phoenix-Mesa-Scottsdale, AZ(7)",6/1/19,142.997
"San Francisco-Oakland-Hayward, CA",6/1/19,295.259
"Seattle-Tacoma-Bellevue, WA",6/1/19,278.631
"St. Louis, MO-IL",6/1/19,233.063
Urban Alaska,6/1/19,234.179
"Boston-Cambridge-Newton, MA-NH",6/1/19,
"Dallas-Fort Worth-Arlington, TX",6/1/19,
"Denver-Aurora-Lakewood, CO",6/1/19,
"Minneapolis-St.Paul-Bloomington, MN-WI",6/1/19,
"Riverside-San Bernardino-Ontario, CA(4)",6/1/19,
"San Diego-Carlsbad, CA",6/1/19,
"Tampa-St. Petersburg-Clearwater, FL(8)",6/1/19,
Urban Hawaii,6/1/19,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",6/1/19,
U.S. city average,7/1/19,256.571
Region and area size(2),7/1/19,
Northeast,7/1/19,270.381
Northeast - Size Class A,7/1/19,273.632
Northeast - Size Class B/C(3),7/1/19,159.182
New England(4),7/1/19,104.083
Middle Atlantic(4),7/1/19,103.534
Midwest,7/1/19,238.76
Midwest - Size Class A,7/1/19,239.819
Midwest - Size Class B/C(3),7/1/19,152.485
East North Central(4),7/1/19,103.432
West North Central(4),7/1/19,103.833
South,7/1/19,247.25
South - Size Class A,7/1/19,251.878
South - Size Class B/C(3),7/1/19,156.192
South Atlantic(4),7/1/19,104.236
East South Central(4),7/1/19,102.724
West South Central(4),7/1/19,103.062
West,7/1/19,271.029
West - Size Class A,7/1/19,279.726
West - Size Class B/C(3),7/1/19,157.465
Mountain(4),7/1/19,105.099
Pacific(4),7/1/19,105.397
Size classes,7/1/19,
Size Class A(5),7/1/19,236.664
Size Class B/C(3),7/1/19,156.13
Selected local areas,7/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",7/1/19,241.589
"Los Angeles-Long Beach-Anaheim, CA",7/1/19,274.682
"New York-Newark-Jersey City, NY-NJ-PA",7/1/19,278.817
"Atlanta-Sandy Springs-Roswell, GA",7/1/19,
"Baltimore-Columbia-Towson, MD(6)",7/1/19,
"Detroit-Warren-Dearborn, MI",7/1/19,
"Houston-The Woodlands-Sugar Land, TX",7/1/19,
"Miami-Fort Lauderdale-West Palm Beach, FL",7/1/19,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",7/1/19,
"Phoenix-Mesa-Scottsdale, AZ(7)",7/1/19,
"San Francisco-Oakland-Hayward, CA",7/1/19,
"Seattle-Tacoma-Bellevue, WA",7/1/19,
"St. Louis, MO-IL",7/1/19,
Urban Alaska,7/1/19,
"Boston-Cambridge-Newton, MA-NH",7/1/19,280.943
"Dallas-Fort Worth-Arlington, TX",7/1/19,238.891
"Denver-Aurora-Lakewood, CO",7/1/19,267.285
"Minneapolis-St.Paul-Bloomington, MN-WI",7/1/19,251.802
"Riverside-San Bernardino-Ontario, CA(4)",7/1/19,105.816
"San Diego-Carlsbad, CA",7/1/19,299.333
"Tampa-St. Petersburg-Clearwater, FL(8)",7/1/19,229.334
Urban Hawaii,7/1/19,281.928
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",7/1/19,265.17
U.S. city average,8/1/19,256.558
Region and area size(2),8/1/19,
Northeast,8/1/19,270.548
Northeast - Size Class A,8/1/19,274.118
Northeast - Size Class B/C(3),8/1/19,159.041
New England(4),8/1/19,104.167
Middle Atlantic(4),8/1/19,103.591
Midwest,8/1/19,238.786
Midwest - Size Class A,8/1/19,239.867
Midwest - Size Class B/C(3),8/1/19,152.492
East North Central(4),8/1/19,103.521
West North Central(4),8/1/19,103.681
South,8/1/19,246.953
South - Size Class A,8/1/19,251.959
South - Size Class B/C(3),8/1/19,155.873
South Atlantic(4),8/1/19,104.152
East South Central(4),8/1/19,102.59
West South Central(4),8/1/19,102.868
West,8/1/19,271.264
West - Size Class A,8/1/19,279.891
West - Size Class B/C(3),8/1/19,157.654
Mountain(4),8/1/19,105.477
Pacific(4),8/1/19,105.382
Size classes,8/1/19,
Size Class A(5),8/1/19,236.839
Size Class B/C(3),8/1/19,156.02
Selected local areas,8/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",8/1/19,241.985
"Los Angeles-Long Beach-Anaheim, CA",8/1/19,274.579
"New York-Newark-Jersey City, NY-NJ-PA",8/1/19,279.428
"Atlanta-Sandy Springs-Roswell, GA",8/1/19,246.311
"Baltimore-Columbia-Towson, MD(6)",8/1/19,257.455
"Detroit-Warren-Dearborn, MI",8/1/19,236.4
"Houston-The Woodlands-Sugar Land, TX",8/1/19,229.423
"Miami-Fort Lauderdale-West Palm Beach, FL",8/1/19,270.176
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8/1/19,258.877
"Phoenix-Mesa-Scottsdale, AZ(7)",8/1/19,143.76
"San Francisco-Oakland-Hayward, CA",8/1/19,295.49
"Seattle-Tacoma-Bellevue, WA",8/1/19,280.286
"St. Louis, MO-IL",8/1/19,232.882
Urban Alaska,8/1/19,230.406
"Boston-Cambridge-Newton, MA-NH",8/1/19,
"Dallas-Fort Worth-Arlington, TX",8/1/19,
"Denver-Aurora-Lakewood, CO",8/1/19,
"Minneapolis-St.Paul-Bloomington, MN-WI",8/1/19,
"Riverside-San Bernardino-Ontario, CA(4)",8/1/19,
"San Diego-Carlsbad, CA",8/1/19,
"Tampa-St. Petersburg-Clearwater, FL(8)",8/1/19,
Urban Hawaii,8/1/19,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",8/1/19,
U.S. city average,9/1/19,256.759
Region and area size(2),9/1/19,
Northeast,9/1/19,270.563
Northeast - Size Class A,9/1/19,274.058
Northeast - Size Class B/C(3),9/1/19,159.106
New England(4),9/1/19,104.346
Middle Atlantic(4),9/1/19,103.535
Midwest,9/1/19,238.847
Midwest - Size Class A,9/1/19,239.885
Midwest - Size Class B/C(3),9/1/19,152.549
East North Central(4),9/1/19,103.564
West North Central(4),9/1/19,103.674
South,9/1/19,246.891
South - Size Class A,9/1/19,252.235
South - Size Class B/C(3),9/1/19,155.717
South Atlantic(4),9/1/19,104.108
East South Central(4),9/1/19,102.397
West South Central(4),9/1/19,102.954
West,9/1/19,272.102
West - Size Class A,9/1/19,281.35
West - Size Class B/C(3),9/1/19,157.738
Mountain(4),9/1/19,105.822
Pacific(4),9/1/19,105.701
Size classes,9/1/19,
Size Class A(5),9/1/19,237.29
Size Class B/C(3),9/1/19,155.997
Selected local areas,9/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",9/1/19,242.393
"Los Angeles-Long Beach-Anaheim, CA",9/1/19,276.054
"New York-Newark-Jersey City, NY-NJ-PA",9/1/19,279.338
"Atlanta-Sandy Springs-Roswell, GA",9/1/19,
"Baltimore-Columbia-Towson, MD(6)",9/1/19,
"Detroit-Warren-Dearborn, MI",9/1/19,
"Houston-The Woodlands-Sugar Land, TX",9/1/19,
"Miami-Fort Lauderdale-West Palm Beach, FL",9/1/19,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",9/1/19,
"Phoenix-Mesa-Scottsdale, AZ(7)",9/1/19,
"San Francisco-Oakland-Hayward, CA",9/1/19,
"Seattle-Tacoma-Bellevue, WA",9/1/19,
"St. Louis, MO-IL",9/1/19,
Urban Alaska,9/1/19,
"Boston-Cambridge-Newton, MA-NH",9/1/19,281.603
"Dallas-Fort Worth-Arlington, TX",9/1/19,239.815
"Denver-Aurora-Lakewood, CO",9/1/19,270.974
"Minneapolis-St.Paul-Bloomington, MN-WI",9/1/19,251.416
"Riverside-San Bernardino-Ontario, CA(4)",9/1/19,106.412
"San Diego-Carlsbad, CA",9/1/19,301.033
"Tampa-St. Petersburg-Clearwater, FL(8)",9/1/19,229.219
Urban Hawaii,9/1/19,282.106
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",9/1/19,265.5
U.S. city average,10/1/19,257.346
Region and area size(2),10/1/19,
Northeast,10/1/19,270.348
Northeast - Size Class A,10/1/19,273.93
Northeast - Size Class B/C(3),10/1/19,158.912
New England(4),10/1/19,104.079
Middle Atlantic(4),10/1/19,103.518
Midwest,10/1/19,239.243
Midwest - Size Class A,10/1/19,240.737
Midwest - Size Class B/C(3),10/1/19,152.615
East North Central(4),10/1/19,103.804
West North Central(4),10/1/19,103.704
South,10/1/19,247.423
South - Size Class A,10/1/19,252.536
South - Size Class B/C(3),10/1/19,156.136
South Atlantic(4),10/1/19,104.365
East South Central(4),10/1/19,102.457
West South Central(4),10/1/19,103.193
West,10/1/19,273.524
West - Size Class A,10/1/19,282.713
West - Size Class B/C(3),10/1/19,158.635
Mountain(4),10/1/19,106.417
Pacific(4),10/1/19,106.238
Size classes,10/1/19,
Size Class A(5),10/1/19,237.845
Size Class B/C(3),10/1/19,156.347
Selected local areas,10/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",10/1/19,243.236
"Los Angeles-Long Beach-Anaheim, CA",10/1/19,278.075
"New York-Newark-Jersey City, NY-NJ-PA",10/1/19,279.255
"Atlanta-Sandy Springs-Roswell, GA",10/1/19,245.86
"Baltimore-Columbia-Towson, MD(6)",10/1/19,257.616
"Detroit-Warren-Dearborn, MI",10/1/19,238.838
"Houston-The Woodlands-Sugar Land, TX",10/1/19,230.041
"Miami-Fort Lauderdale-West Palm Beach, FL",10/1/19,271.381
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10/1/19,257.966
"Phoenix-Mesa-Scottsdale, AZ(7)",10/1/19,145.833
"San Francisco-Oakland-Hayward, CA",10/1/19,298.443
"Seattle-Tacoma-Bellevue, WA",10/1/19,278.682
"St. Louis, MO-IL",10/1/19,231.653
Urban Alaska,10/1/19,227.552
"Boston-Cambridge-Newton, MA-NH",10/1/19,
"Dallas-Fort Worth-Arlington, TX",10/1/19,
"Denver-Aurora-Lakewood, CO",10/1/19,
"Minneapolis-St.Paul-Bloomington, MN-WI",10/1/19,
"Riverside-San Bernardino-Ontario, CA(4)",10/1/19,
"San Diego-Carlsbad, CA",10/1/19,
"Tampa-St. Petersburg-Clearwater, FL(8)",10/1/19,
Urban Hawaii,10/1/19,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",10/1/19,
U.S. city average,11/1/19,257.208
Region and area size(2),11/1/19,
Northeast,11/1/19,270.643
Northeast - Size Class A,11/1/19,274.354
Northeast - Size Class B/C(3),11/1/19,158.992
New England(4),11/1/19,104.359
Middle Atlantic(4),11/1/19,103.572
Midwest,11/1/19,238.85
Midwest - Size Class A,11/1/19,239.956
Midwest - Size Class B/C(3),11/1/19,152.523
East North Central(4),11/1/19,103.614
West North Central(4),11/1/19,103.573
South,11/1/19,247.385
South - Size Class A,11/1/19,252.31
South - Size Class B/C(3),11/1/19,156.176
South Atlantic(4),11/1/19,104.419
East South Central(4),11/1/19,102.53
West South Central(4),11/1/19,103.006
West,11/1/19,273.128
West - Size Class A,11/1/19,282.189
West - Size Class B/C(3),11/1/19,158.482
Mountain(4),11/1/19,106.361
Pacific(4),11/1/19,106.048
Size classes,11/1/19,
Size Class A(5),11/1/19,237.608
Size Class B/C(3),11/1/19,156.323
Selected local areas,11/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",11/1/19,242.661
"Los Angeles-Long Beach-Anaheim, CA",11/1/19,277.239
"New York-Newark-Jersey City, NY-NJ-PA",11/1/19,279.468
"Atlanta-Sandy Springs-Roswell, GA",11/1/19,
"Baltimore-Columbia-Towson, MD(6)",11/1/19,
"Detroit-Warren-Dearborn, MI",11/1/19,
"Houston-The Woodlands-Sugar Land, TX",11/1/19,
"Miami-Fort Lauderdale-West Palm Beach, FL",11/1/19,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",11/1/19,
"Phoenix-Mesa-Scottsdale, AZ(7)",11/1/19,
"San Francisco-Oakland-Hayward, CA",11/1/19,
"Seattle-Tacoma-Bellevue, WA",11/1/19,
"St. Louis, MO-IL",11/1/19,
Urban Alaska,11/1/19,
"Boston-Cambridge-Newton, MA-NH",11/1/19,283.526
"Dallas-Fort Worth-Arlington, TX",11/1/19,238.768
"Denver-Aurora-Lakewood, CO",11/1/19,271.142
"Minneapolis-St.Paul-Bloomington, MN-WI",11/1/19,250.997
"Riverside-San Bernardino-Ontario, CA(4)",11/1/19,106.573
"San Diego-Carlsbad, CA",11/1/19,301.52
"Tampa-St. Petersburg-Clearwater, FL(8)",11/1/19,229.74
Urban Hawaii,11/1/19,282.248
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",11/1/19,265.026
U.S. city average,12/1/19,256.974
Region and area size(2),12/1/19,
Northeast,12/1/19,270.429
Northeast - Size Class A,12/1/19,274.33
Northeast - Size Class B/C(3),12/1/19,158.721
New England(4),12/1/19,104.273
Middle Atlantic(4),12/1/19,103.492
Midwest,12/1/19,238.734
Midwest - Size Class A,12/1/19,239.925
Midwest - Size Class B/C(3),12/1/19,152.413
East North Central(4),12/1/19,103.605
West North Central(4),12/1/19,103.437
South,12/1/19,247.289
South - Size Class A,12/1/19,252.049
South - Size Class B/C(3),12/1/19,156.171
South Atlantic(4),12/1/19,104.478
West - Size Class A,11/1/20,285.451
East South Central(4),12/1/19,102.426
West South Central(4),12/1/19,102.815
West,12/1/19,272.584
West - Size Class A,12/1/19,281.143
West - Size Class B/C(3),12/1/19,158.496
Mountain(4),12/1/19,106.399
Pacific(4),12/1/19,105.744
Size classes,12/1/19,
Size Class A(5),12/1/19,237.251
Size Class B/C(3),12/1/19,156.258
Selected local areas,12/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",12/1/19,242.079
"Los Angeles-Long Beach-Anaheim, CA",12/1/19,275.553
"New York-Newark-Jersey City, NY-NJ-PA",12/1/19,279.816
"Atlanta-Sandy Springs-Roswell, GA",12/1/19,245.076
"Baltimore-Columbia-Towson, MD(6)",12/1/19,257.847
"Detroit-Warren-Dearborn, MI",12/1/19,237.514
"Houston-The Woodlands-Sugar Land, TX",12/1/19,228.765
"Miami-Fort Lauderdale-West Palm Beach, FL",12/1/19,270.918
